Wall time,Step,Value
1668346420.8145995,233293,-126.30972290039062
1668346421.457997,233703,243.0010528564453
1668346422.2754612,234193,240.2600860595703
1668346425.1415846,235193,-77.86819458007812
1668346427.950529,236193,-95.45002746582031
1668346428.1554997,236379,-15.498992919921875
1668346431.0651884,237379,-66.54621124267578
1668346433.4098039,238379,-84.23870849609375
1668346435.3855946,239379,-29.090120315551758
1668346435.8512151,239766,221.25558471679688
1668346438.7493114,240766,-77.92930603027344
1668346441.3913517,241766,-85.54541778564453
1668346442.2782488,242254,226.22802734375
1668346445.5535166,243254,-5.721829414367676
1668346447.8524456,244254,-95.5402603149414
1668346451.6691341,245254,-48.72269058227539
1668346453.8671231,246254,-75.5113525390625
1668346456.2276502,247254,-86.5538101196289
1668346459.5895205,248254,-40.815155029296875
1668346463.031191,249254,-87.83122253417969
1668346465.5360167,250254,-59.87052536010742
1668346468.4448953,251254,52.697330474853516
1668346471.8742661,252254,-17.857221603393555
1668346474.2528214,253254,-129.96395874023438
1668346477.9043584,254254,-85.26802825927734
1668346481.7481568,255254,-93.85482025146484
1668346483.530998,256254,-50.3391227722168
1668346486.534684,257254,-74.43949127197266
1668346489.6835504,258254,-94.348388671875
1668346492.1331558,259254,-60.34661865234375
1668346494.2990842,260254,-52.068023681640625
1668346496.3580055,261254,-108.81016540527344
1668346497.189949,261785,235.07281494140625
1668346500.600444,262785,-88.17847442626953
1668346503.2032435,263785,-60.9605598449707
1668346505.2292874,264785,-88.41163635253906
1668346507.8453984,265785,-34.02020263671875
1668346509.8214188,266785,-97.48615264892578
1668346511.812455,267785,-76.93989562988281
1668346512.0533378,268024,6.519767761230469
1668346514.0037744,269024,-62.05290603637695
1668346514.4127038,269397,272.2504577636719
1668346515.7032387,270010,209.41183471679688
1668346518.2275584,271010,-89.10299682617188
1668346520.3032017,272010,-33.17378234863281
1668346522.4997916,273010,-84.18867492675781
1668346523.178138,273451,235.81695556640625
1668346526.5202734,274451,-57.362525939941406
1668346528.500823,275451,-1.0278739929199219
1668346532.1556644,276872,-92.18094635009766
1668346535.2626367,277872,-18.800790786743164
1668346537.986783,278872,-81.35124206542969
1668346541.8413658,279872,-89.48474884033203
1668346544.2436092,280872,-90.13580322265625
1668346546.3203764,281872,-53.999332427978516
1668346549.2786288,282872,-78.8379898071289
1668346549.8546274,283292,249.36021423339844
1668346553.6595027,284292,-105.46039581298828
1668346554.0611498,284601,-10.88427734375
1668346556.9954205,285601,-120.61431121826172
1668346559.4740326,286601,96.5890121459961
1668346561.25565,287601,-68.59786987304688
1668346563.045796,288601,-29.13454246520996
1668346565.3376827,289601,-28.618083953857422
1668346567.4638288,290601,-61.59804916381836
1668346569.633887,291601,-24.26300621032715
1668346570.2446635,292031,243.99371337890625
1668346572.705103,293031,-32.988224029541016
1668346575.1284254,294031,-100.61807250976562
1668346577.1622868,295031,-79.83739471435547
1668346577.652672,295420,286.0140380859375
1668346579.941436,296420,-76.75042724609375
1668346580.4514847,296756,-34.88941955566406
1668346581.0371525,297141,264.9105224609375
1668346583.2387474,298141,-54.81233215332031
1668346585.5413427,299141,-2.24330997467041
1668346585.739711,299335,-48.86377716064453
1668346591.5370154,301335,-77.73661804199219
1668346592.2042108,301675,248.07810974121094
1668346594.4284916,302675,-6.846973896026611
1668346594.635225,302860,24.146026611328125
1668346594.8392978,303045,63.14208984375
1668346597.4090633,304045,-76.80585479736328
1668346597.6952977,304300,-175.84130859375
1668346601.162733,305300,-83.69609069824219
1668346604.2308598,306300,-15.313319206237793
1668346608.1287062,307300,-48.94767761230469
1668346611.7179835,308300,-62.197509765625
1668346613.807583,309300,-43.804962158203125
1668346615.6444073,310300,139.004638671875
1668346616.6510615,310751,237.9807586669922
1668346619.2625737,311751,-67.28276824951172
1668346619.436109,311923,-8.942138671875
1668346622.7959576,312923,-101.19544219970703
1668346627.5024168,313923,3.816101551055908
1668346627.9238207,314139,-182.9481658935547
1668346628.2897758,314440,268.394287109375
1668346628.5227358,314662,-8.143051147460938
1668346632.1019957,315662,-92.16949462890625
1668346632.7185168,316045,234.83482360839844
1668346635.21966,317045,-35.858978271484375
1668346638.0197268,318045,-61.73133087158203
1668346640.5397332,319045,-9.090113639831543
1668346641.2614744,319518,181.06890869140625
1668346641.687273,319869,247.06979370117188
1668346645.0834463,320869,-54.930503845214844
1668346648.0894177,321869,-48.07185745239258
1668346648.4963388,322198,-10.247024536132812
1668346652.5563357,323198,-37.83147430419922
1668346655.4899182,324634,-111.12932586669922
1668346658.6585603,325634,-6.911558151245117
1668346661.032777,326544,78.62062072753906
1668346661.2637353,326767,-10.361244201660156
1668346662.695682,327418,-91.89694213867188
1668346664.6596842,328418,146.0319061279297
1668346667.6302464,329386,146.38070678710938
1668346668.0716727,329691,-196.6492919921875
1668346671.6399539,330688,86.39240264892578
1668346671.9442177,330921,33.26576232910156
1668346674.254262,331921,1.1133718490600586
1668346676.7738786,332921,53.148094177246094
1668346678.8223217,333921,67.64759063720703
1668346680.7191048,334735,91.33136749267578
1668346683.3347647,335735,29.84140396118164
1668346685.9112651,336735,-12.009710311889648
1668346689.1095212,337735,48.59349822998047
1668346689.3020086,337894,33.441741943359375
1668346691.5715325,338812,73.82461547851562
1668346691.7159832,338980,12.371673583984375
1668346693.827037,339980,83.44878387451172
1668346696.7913866,340980,5.268867492675781
1668346699.3663151,341836,117.69530487060547
1668346701.2414327,342836,-6.268407821655273
1668346704.165472,343836,17.44512939453125
1668346704.4048831,344066,48.72001647949219
1668346705.1373577,344550,249.09133911132812
1668346707.5778499,345550,40.825016021728516
1668346707.8477633,345807,15.600830078125
1668346708.1534142,346115,40.3798828125
1668346708.356144,346344,74.25311279296875
1668346711.2051249,347344,2.834514617919922
1668346714.499579,348344,60.35844039916992
1668346716.6062486,349344,78.48927307128906
1668346720.011441,350344,-103.33972930908203
1668346722.5835664,351344,-79.08711242675781
1668346725.2069254,352344,-67.50959014892578
1668346728.0148232,353344,-52.17903518676758
1668346728.4524112,353611,39.32537841796875
1668346730.8592148,354611,38.81797790527344
1668346733.096899,355611,104.2710952758789
1668346733.2633283,355771,56.409088134765625
1668346733.4969075,356017,-4.301338195800781
1668346735.4017274,357017,-89.77108764648438
1668346738.059162,358017,35.71049499511719
1668346741.8066497,359017,-91.61084747314453
1668346744.0581937,360017,101.11971282958984
1668346746.6865783,361181,40.876312255859375
1668346748.6904836,362181,-60.54045104980469
1668346751.5485942,363181,-55.71767807006836
1668346754.7180417,364181,-64.3983383178711
1668346756.8448923,365024,185.13565063476562
1668346762.1360204,366866,15.234902381896973
1668346762.4964685,367128,286.7109375
1668346763.0487328,367520,251.60255432128906
1668346765.4627948,368520,-93.99690246582031
1668346767.562735,369471,92.14642333984375
1668346770.0048473,370350,119.28878784179688
1668346771.9192185,371350,-103.78768157958984
1668346774.1359687,372350,-73.90241241455078
1668346776.7395022,373278,130.5581512451172
1668346777.0850081,373585,247.3135223388672
1668346780.0494285,374585,-59.2340202331543
1668346782.4916444,375585,23.93685531616211
1668346784.5711105,376585,-58.993141174316406
1668346784.8355706,376833,298.1365966796875
1668346787.235857,377833,-61.4489631652832
1668346790.2127068,378833,-75.4747543334961
1668346790.625884,379140,271.7574462890625
1668346792.525444,380140,-79.54344940185547
1668346792.9254458,380451,260.3426513671875
1668346795.6319265,381451,-84.62651062011719
1668346796.0599954,381699,280.78936767578125
1668346798.5146196,382622,108.07930755615234
1668346801.5911453,383622,-83.08065795898438
1668346801.978593,383905,270.9969482421875
1668346805.1946886,384905,-59.7513427734375
1668346807.6774428,385873,81.15168762207031
1668346809.8615835,386873,-32.17168045043945
1668346811.9704006,387873,-34.80732727050781
1668346814.4069917,388873,-96.31869506835938
1668346817.6535983,389873,-70.75283813476562
1668346818.288768,390267,234.07423400878906
1668346821.1059997,391267,-40.63557434082031
1668346821.4620447,391521,-160.953369140625
1668346824.4929907,392521,-94.36188507080078
1668346826.8950884,393521,-36.49195861816406
1668346830.2817743,394521,-75.63594055175781
1668346832.3468752,395521,-5.915868282318115
1668346834.5528204,396521,-49.50965881347656
1668346834.892068,396811,296.3187255859375
1668346835.6048024,397235,230.26425170898438
1668346836.900295,397808,242.0509796142578
1668346839.5136755,398808,-97.82804107666016
1668346841.6655638,399808,-50.417850494384766
1668346844.6030216,400808,-51.78777313232422
1668346847.4510894,401808,-113.58177185058594
1668346847.602942,401977,7.1755523681640625
1668346849.7532542,402977,-118.63670349121094
1668346849.9546921,403200,273.8265686035156
1668346851.2056534,403922,204.67227172851562
1668346855.851192,405922,-81.73333740234375
1668346858.3181162,406922,-88.84501647949219
1668346860.1842089,407922,-64.04318237304688
1668346862.5438468,408922,-34.63636016845703
1668346867.5803013,410922,-56.96248245239258
1668346870.8263037,411922,-72.75462341308594
1668346873.7286043,412922,-39.530860900878906
1668346875.5027792,413922,26.625215530395508
1668346877.5728116,414922,-18.01424789428711
1668346877.715884,415088,1.515228271484375
1668346880.6114206,416088,-73.97074890136719
1668346882.4747758,417088,37.64025115966797
1668346885.9214718,418088,-31.162593841552734
1668346889.6580985,420088,-23.212228775024414
1668346892.336917,421088,48.741519927978516
1668346894.6254616,422088,145.47314453125
1668346896.6541736,423088,-46.17380142211914
1668346898.2357106,424088,108.12461853027344
1668346900.130757,425088,-66.50228118896484
1668346902.121995,426088,-22.264745712280273
1668346905.6621654,427088,-78.1827163696289
1668346907.4783502,428088,-89.1791000366211
1668346909.2087202,429088,-33.111045837402344
1668346913.2236285,430960,166.16583251953125
1668346915.6669855,431960,-48.87873458862305
1668346918.0721066,432960,-76.3491439819336
1668346920.9135823,433960,-46.61740493774414
1668346923.122858,434960,-15.115793228149414
1668346927.778376,436960,39.03559494018555
1668346928.3110416,437340,229.5745086669922
1668346931.68903,438340,64.12100219726562
1668346938.3590586,440340,54.38664627075195
1668346942.2387772,441340,-83.75089263916016
1668346942.5448048,441610,267.53594970703125
1668346944.6903234,442610,185.5980987548828
1668346948.3057518,443610,-29.958362579345703
1668346953.468224,444610,-96.86064910888672
1668346955.9951181,445610,-59.56410598754883
1668346959.1492405,446610,-78.13886260986328
1668346962.6136012,447610,-50.397064208984375
1668346965.9674926,448610,-23.650480270385742
1668346969.6277132,449610,-5.632723331451416
1668346973.3103044,450592,138.0723876953125
1668346976.3067389,451592,-43.92896270751953
1668346979.1875994,452592,24.59842300415039
1668346979.7839851,453050,236.4231719970703
1668346983.3867009,454050,10.803436279296875
1668346986.1320558,455002,101.68492126464844
1668346988.715891,456002,31.407747268676758
1668346991.0065558,456781,159.8922576904297
1668346992.5521128,457491,163.61541748046875
1668346995.0396636,458491,-0.24239395558834076
1668346996.6962335,459188,205.8778533935547
1668346998.0047324,459764,171.50607299804688
1668346999.9583323,460473,182.80340576171875
1668347001.2981167,461095,171.0543212890625
1668347003.5271235,461879,122.64608001708984
1668347004.685285,462628,183.09437561035156
1668347005.798597,463239,155.07171630859375
1668347007.4727886,464037,151.55368041992188
1668347008.6399558,464646,155.76324462890625
1668347009.0781922,464993,254.94898986816406
1668347010.376987,465580,168.86302185058594
1668347010.938509,465967,268.54034423828125
1668347012.174927,466589,129.53533935546875
1668347014.9356246,467589,102.79199981689453
1668347015.631281,468030,236.71676635742188
1668347017.0290582,468681,86.41881561279297
1668347017.718916,469242,-40.393470764160156
1668347019.040174,469969,176.84912109375
1668347019.4913683,470359,203.42120361328125
1668347019.8700838,470670,277.41485595703125
1668347021.0191605,471223,206.51187133789062
1668347022.0682144,471791,193.52532958984375
1668347023.3341281,472535,131.898193359375
1668347024.649378,473425,257.4815673828125
1668347025.458413,473846,176.12924194335938
1668347027.434747,475064,121.83263397216797
1668347027.8146555,475344,-14.968955993652344
1668347029.1082816,476057,174.505126953125
1668347030.1100693,476563,227.43289184570312
1668347031.0081987,477061,143.4295654296875
1668347031.7119398,477572,180.61940002441406
1668347032.6480103,478128,236.62655639648438
1668347034.7890186,479456,165.77825927734375
1668347037.5977728,480456,112.50128173828125
1668347039.2100587,481446,205.89015197753906
1668347040.3035219,481939,215.25296020507812
1668347042.2033126,482767,180.67791748046875
1668347043.2541463,483346,201.349853515625
1668347045.4980803,484131,168.7626495361328
1668347046.512366,484599,204.62875366210938
1668347047.6659846,485425,188.35728454589844
1668347049.28648,486231,215.00363159179688
1668347050.523584,486874,205.26321411132812
1668347051.164975,487344,240.1718292236328
1668347051.9030006,487811,172.12396240234375
1668347052.8824804,488326,217.74240112304688
1668347053.8289492,488859,191.97366333007812
1668347054.269572,489186,280.09478759765625
1668347054.856006,489630,240.45059204101562
1668347055.426478,490020,242.2383575439453
1668347056.0558736,490457,178.3717041015625
1668347058.5647302,491457,36.34651184082031
1668347060.902844,492286,122.4613037109375
1668347061.5102098,492712,255.2768096923828
1668347065.2202077,493588,145.54627990722656
1668347066.6241183,494288,194.38458251953125
1668347067.454731,494923,221.2398223876953
1668347068.0459504,495295,206.27197265625
1668347068.5758424,495696,208.62216186523438
1668347069.6553078,496302,199.66929626464844
1668347070.4112854,496728,236.4523468017578
1668347071.1343517,497290,189.48858642578125
1668347071.873448,497756,190.71266174316406
1668347073.0672896,498353,198.47523498535156
1668347073.9276915,498852,219.33319091796875
1668347074.9220326,499399,226.717529296875
1668347075.5503516,499883,178.43096923828125
